"TIME","GEO","UNIT","ICCS","Value","Flag and Footnotes"
"2009-01-01T00:00:00","Albania","Number","Robbery",":",""
"2010-01-01T00:00:00","Albania","Number","Robbery",":",""
"2011-01-01T00:00:00","Albania","Number","Robbery",":",""
"2012-01-01T00:00:00","Albania","Number","Robbery",":",""
"2003-01-01T00:00:00","Serbia","Number","Robbery","21,126",""
"2004-01-01T00:00:00","Serbia","Number","Robbery","22,893",""
"2005-01-01T00:00:00","Serbia","Number","Robbery","23,854",""
"2006-01-01T00:00:00","Serbia","Number","Robbery","23,785",""
"2007-01-01T00:00:00","Serbia","Number","Robbery","24,272",""
"2008-01-01T00:00:00","Serbia","Number","Robbery","24,717",""
"2009-01-01T00:00:00","Serbia","Number","Robbery","27,285",""
"2010-01-01T00:00:00","Serbia","Number","Robbery","27,660",""
"2011-01-01T00:00:00","Serbia","Number","Robbery","29,899",""
"2012-01-01T00:00:00","Serbia","Number","Robbery","29,531",""
"2003-01-01T00:00:00","Turkey","Number","Robbery","4,827",""
"2004-01-01T00:00:00","Turkey","Number","Robbery","10,864",""
"2005-01-01T00:00:00","Turkey","Number","Robbery","15,147",""
"2006-01-01T00:00:00","Turkey","Number","Robbery","21,609",""
"2007-01-01T00:00:00","Turkey","Number","Robbery","12,657",""
"2008-01-01T00:00:00","Turkey","Number","Robbery","8,876",""
"2009-01-01T00:00:00","Turkey","Number","Robbery","8,693",""
"2010-01-01T00:00:00","Turkey","Number","Robbery","8,575",""
"2011-01-01T00:00:00","Turkey","Number","Robbery","9,646",""
"2012-01-01T00:00:00","Turkey","Number","Robbery","10,301",""
"2003-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery",":",""
"2004-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery",":",""
"2005-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery",":",""
"2006-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery",":",""
"2007-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery",":",""
"2008-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery","1,363",""
"2009-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery","1,727",""
"2010-01-01T00:00:00","Bosnia and Herzegovina","Number","Robbery",":",""
