"TIME","GEO","UNIT","ICCS","Value","Flag and Footnotes"
"2003-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","33,879",""
"2004-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","32,956",""
"2005-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","29,439",""
"2006-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","31,204",""
"2007-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","36,342",""
"2008-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","43,974",""
"2009-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","48,670",""
"2010-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","44,788",""
"2011-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","45,369",""
"2012-01-01T00:00:00","Denmark","Number","Burglary of private residential premises","43,480",""
"2003-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","123,280",""
"2004-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","124,155",""
"2005-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","109,736",""
"2006-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","106,107",""
"2007-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","109,128",""
"2008-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","108,284",""
"2009-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","113,800",""
"2010-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","121,347",""
"2011-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","132,595",""
"2012-01-01T00:00:00","Germany (until 1990 former territory of the FRG)","Number","Burglary of private residential premises","144,117",""
"2003-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","6,495",""
"2004-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","5,752",""
"2005-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","4,766",""
"2006-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","3,928",""
"2007-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","3,096",""
"2008-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","3,321",""
"2009-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","3,027",""
"2010-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","3,196",""
"2011-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","2,792",""
"2012-01-01T00:00:00","Estonia","Number","Burglary of private residential premises","2,718",""
"2003-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","16,436",""
"2004-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","24,913",""
"2005-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","26,381",""
"2006-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","24,788",""
"2007-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","23,603",""
"2008-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","24,683",""
"2009-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","26,911",""
"2010-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","25,420",""
"2011-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","27,695",""
"2012-01-01T00:00:00","Ireland","Number","Burglary of private residential premises","27,837",""
"2003-01-01T00:00:00","Greece","Number","Burglary of private residential premises","31,181",""
"2004-01-01T00:00:00","Greece","Number","Burglary of private residential premises","26,489",""
"2005-01-01T00:00:00","Greece","Number","Burglary of private residential premises","37,595",""
"2006-01-01T00:00:00","Greece","Number","Burglary of private residential premises","42,069",""
"2007-01-01T00:00:00","Greece","Number","Burglary of private residential premises","49,886",""
"2008-01-01T00:00:00","Greece","Number","Burglary of private residential premises","59,027",""
"2009-01-01T00:00:00","Greece","Number","Burglary of private residential premises","63,928",""
"2010-01-01T00:00:00","Greece","Number","Burglary of private residential premises","90,931",""
"2011-01-01T00:00:00","Greece","Number","Burglary of private residential premises","96,925",""
"2012-01-01T00:00:00","Greece","Number","Burglary of private residential premises","87,912",""
"2003-01-01T00:00:00","Spain","Number","Burglary of private residential premises","88,128",""
"2004-01-01T00:00:00","Spain","Number","Burglary of private residential premises","81,552",""
"2005-01-01T00:00:00","Spain","Number","Burglary of private residential premises","81,495",""
"2006-01-01T00:00:00","Spain","Number","Burglary of private residential premises","80,981",""
"2007-01-01T00:00:00","Spain","Number","Burglary of private residential premises","72,723",""
"2008-01-01T00:00:00","Spain","Number","Burglary of private residential premises","93,880",""
"2009-01-01T00:00:00","Spain","Number","Burglary of private residential premises","97,834",""
"2010-01-01T00:00:00","Spain","Number","Burglary of private residential premises","111,656",""
"2011-01-01T00:00:00","Spain","Number","Burglary of private residential premises","100,780",""
"2012-01-01T00:00:00","Spain","Number","Burglary of private residential premises","126,422",""
"2003-01-01T00:00:00","France","Number","Burglary of private residential premises","216,797",""
"2004-01-01T00:00:00","France","Number","Burglary of private residential premises","202,880",""
"2005-01-01T00:00:00","France","Number","Burglary of private residential premises","181,503",""
"2006-01-01T00:00:00","France","Number","Burglary of private residential premises","177,840",""
"2007-01-01T00:00:00","France","Number","Burglary of private residential premises","165,780",""
"2008-01-01T00:00:00","France","Number","Burglary of private residential premises","166,250",""
"2009-01-01T00:00:00","France","Number","Burglary of private residential premises","179,408",""
"2010-01-01T00:00:00","France","Number","Burglary of private residential premises","186,524",""
"2011-01-01T00:00:00","France","Number","Burglary of private residential premises","216,271",""
"2012-01-01T00:00:00","France","Number","Burglary of private residential premises","135,402",""
"2003-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises","216,797",""
"2004-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises","202,880",""
"2005-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises","181,503",""
"2006-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises","177,840",""
"2007-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises","165,780",""
"2008-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises","166,250",""
"2009-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises","179,408",""
"2010-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises",":",""
"2011-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises",":",""
"2012-01-01T00:00:00","France (metropolitan)","Number","Burglary of private residential premises",":",""
"2003-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","4,125",""
"2004-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","3,734",""
"2005-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","3,396",""
"2006-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","2,981",""
"2007-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","3,094",""
"2008-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","2,714",""
"2009-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","2,777",""
"2010-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","3,104",""
"2011-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","3,468",""
"2012-01-01T00:00:00","Croatia","Number","Burglary of private residential premises","4,331",""
"2003-01-01T00:00:00","Italy","Number","Burglary of private residential premises","173,097",""
"2004-01-01T00:00:00","Italy","Number","Burglary of private residential premises","112,112",""
"2005-01-01T00:00:00","Italy","Number","Burglary of private residential premises","122,250",""
"2006-01-01T00:00:00","Italy","Number","Burglary of private residential premises","143,726",""
"2007-01-01T00:00:00","Italy","Number","Burglary of private residential premises","169,367",""
"2008-01-01T00:00:00","Italy","Number","Burglary of private residential premises","153,080",""
"2009-01-01T00:00:00","Italy","Number","Burglary of private residential premises","152,804",""
"2010-01-01T00:00:00","Italy","Number","Burglary of private residential premises","171,269",""
"2011-01-01T00:00:00","Italy","Number","Burglary of private residential premises","207,749",""
"2012-01-01T00:00:00","Italy","Number","Burglary of private residential premises","240,846",""
"2003-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","3,159",""
"2004-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","3,311",""
"2005-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","2,812",""
"2006-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","3,084",""
"2007-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","2,656",""
"2008-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","2,576",""
"2009-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","2,443",""
"2010-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","3,275",""
"2011-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","3,379",""
"2012-01-01T00:00:00","Cyprus","Number","Burglary of private residential premises","2,953",""
"2003-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","5,327",""
"2004-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","6,031",""
"2005-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","4,310",""
"2006-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","4,624",""
"2007-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","3,654",""
"2008-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","3,538",""
"2009-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","4,133",""
"2010-01-01T00:00:00","Latvia","Number","Burglary of private residential premises","4,194",""
"2011-01-01T00:00:00","Latvia","Number","Burglary of private residential premises",":",""
"2012-01-01T00:00:00","Latvia","Number","Burglary of private residential premises",":",""
"2003-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","8,573",""
"2004-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","9,174",""
"2005-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","7,065",""
"2006-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","6,637",""
"2007-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","5,516",""
"2008-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","6,076",""
"2009-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","5,799",""
"2010-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","4,905",""
"2011-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","4,081",""
"2012-01-01T00:00:00","Lithuania","Number","Burglary of private residential premises","3,526",""
"2003-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","2,206",""
"2004-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","2,100",""
"2005-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","1,486",""
"2006-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","1,838",""
"2007-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","2,030",""
"2008-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","1,731",""
"2009-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","1,843",""
"2010-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","1,487",""
"2011-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","2,206",""
"2012-01-01T00:00:00","Luxembourg","Number","Burglary of private residential premises","2,005",""
"2003-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","19,366",""
"2004-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","18,671",""
"2005-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","17,786",""
"2006-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","16,856",""
"2007-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","17,415",""
"2008-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","16,455",""
"2009-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","16,200",""
"2010-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","19,865",""
"2011-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","21,072",""
"2012-01-01T00:00:00","Hungary","Number","Burglary of private residential premises","22,587",""
"2003-01-01T00:00:00","Malta","Number","Burglary of private residential premises","682",""
"2004-01-01T00:00:00","Malta","Number","Burglary of private residential premises","782",""
"2005-01-01T00:00:00","Malta","Number","Burglary of private residential premises","1,113",""
"2006-01-01T00:00:00","Malta","Number","Burglary of private residential premises","856",""
"2007-01-01T00:00:00","Malta","Number","Burglary of private residential premises","735",""
"2008-01-01T00:00:00","Malta","Number","Burglary of private residential premises","674",""
"2009-01-01T00:00:00","Malta","Number","Burglary of private residential premises","667",""
"2010-01-01T00:00:00","Malta","Number","Burglary of private residential premises","703",""
"2011-01-01T00:00:00","Malta","Number","Burglary of private residential premises","734",""
"2012-01-01T00:00:00","Malta","Number","Burglary of private residential premises","809",""
"2003-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","103,577",""
"2004-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","95,952",""
"2005-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","96,015",""
"2006-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","95,165",""
"2007-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","89,415",""
"2008-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","91,245",""
"2009-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","94,580",""
"2010-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","102,800",""
"2011-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","108,720",""
"2012-01-01T00:00:00","Netherlands","Number","Burglary of private residential premises","112,105",""
"2003-01-01T00:00:00","Austria","Number","Burglary of private residential premises","13,429",""
"2004-01-01T00:00:00","Austria","Number","Burglary of private residential premises","20,276",""
"2005-01-01T00:00:00","Austria","Number","Burglary of private residential premises","21,227",""
"2006-01-01T00:00:00","Austria","Number","Burglary of private residential premises","18,945",""
"2007-01-01T00:00:00","Austria","Number","Burglary of private residential premises","20,040",""
"2008-01-01T00:00:00","Austria","Number","Burglary of private residential premises","18,648",""
"2009-01-01T00:00:00","Austria","Number","Burglary of private residential premises","21,248",""
"2010-01-01T00:00:00","Austria","Number","Burglary of private residential premises","15,747",""
"2011-01-01T00:00:00","Austria","Number","Burglary of private residential premises","15,616",""
"2012-01-01T00:00:00","Austria","Number","Burglary of private residential premises","15,479",""
"2003-01-01T00:00:00","Poland","Number","Burglary of private residential premises","65,172",""
"2004-01-01T00:00:00","Poland","Number","Burglary of private residential premises","66,795",""
"2005-01-01T00:00:00","Poland","Number","Burglary of private residential premises","59,325",""
"2006-01-01T00:00:00","Poland","Number","Burglary of private residential premises","46,610",""
"2007-01-01T00:00:00","Poland","Number","Burglary of private residential premises","37,644",""
"2008-01-01T00:00:00","Poland","Number","Burglary of private residential premises","31,481",""
"2009-01-01T00:00:00","Poland","Number","Burglary of private residential premises","32,977",""
"2010-01-01T00:00:00","Poland","Number","Burglary of private residential premises","37,941",""
"2011-01-01T00:00:00","Poland","Number","Burglary of private residential premises","39,571",""
"2012-01-01T00:00:00","Poland","Number","Burglary of private residential premises","41,042",""
"2003-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","21,963",""
"2004-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","22,587",""
"2005-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","21,840",""
"2006-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","23,314",""
"2007-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","22,324",""
"2008-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","29,655",""
"2009-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","26,027",""
"2010-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","26,641",""
"2011-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","28,299",""
"2012-01-01T00:00:00","Portugal","Number","Burglary of private residential premises","25,148",""
"2003-01-01T00:00:00","Romania","Number","Burglary of private residential premises","10,063",""
"2004-01-01T00:00:00","Romania","Number","Burglary of private residential premises","10,002",""
"2005-01-01T00:00:00","Romania","Number","Burglary of private residential premises","9,135",""
"2006-01-01T00:00:00","Romania","Number","Burglary of private residential premises","9,165",""
"2007-01-01T00:00:00","Romania","Number","Burglary of private residential premises","10,829",""
"2008-01-01T00:00:00","Romania","Number","Burglary of private residential premises","10,285",""
"2009-01-01T00:00:00","Romania","Number","Burglary of private residential premises","11,574",""
"2010-01-01T00:00:00","Romania","Number","Burglary of private residential premises","14,197",""
"2011-01-01T00:00:00","Romania","Number","Burglary of private residential premises","16,311",""
"2012-01-01T00:00:00","Romania","Number","Burglary of private residential premises","15,292",""
"2003-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,368",""
"2004-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,750",""
"2005-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,286",""
"2006-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,220",""
"2007-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,282",""
"2008-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,036",""
"2009-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,231",""
"2010-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,563",""
"2011-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,486",""
"2012-01-01T00:00:00","Slovenia","Number","Burglary of private residential premises","2,717",""
"2003-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","2,642",""
"2004-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","3,023",""
"2005-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","2,809",""
"2006-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","2,602",""
"2007-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","2,437",""
"2008-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","2,118",""
"2009-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","2,330",""
"2010-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","1,876",""
"2011-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","1,714",""
"2012-01-01T00:00:00","Slovakia","Number","Burglary of private residential premises","1,742",""
"2003-01-01T00:00:00","Finland","Number","Burglary of private residential premises","7,373",""
"2004-01-01T00:00:00","Finland","Number","Burglary of private residential premises","7,901",""
"2005-01-01T00:00:00","Finland","Number","Burglary of private residential premises","7,281",""
"2006-01-01T00:00:00","Finland","Number","Burglary of private residential premises","5,923",""
"2007-01-01T00:00:00","Finland","Number","Burglary of private residential premises","6,532",""
"2008-01-01T00:00:00","Finland","Number","Burglary of private residential premises","5,978",""
"2009-01-01T00:00:00","Finland","Number","Burglary of private residential premises","6,497",""
"2010-01-01T00:00:00","Finland","Number","Burglary of private residential premises","6,453",""
"2011-01-01T00:00:00","Finland","Number","Burglary of private residential premises","6,672",""
"2012-01-01T00:00:00","Finland","Number","Burglary of private residential premises","6,281",""
"2003-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","17,344",""
"2004-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","17,573",""
"2005-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","16,654",""
"2006-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","15,005",""
"2007-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","16,936",""
"2008-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","18,176",""
"2009-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","20,463",""
"2010-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","19,774",""
"2011-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","22,214",""
"2012-01-01T00:00:00","Sweden","Number","Burglary of private residential premises","21,346",""
"2003-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","402,345",""
"2004-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","321,507",""
"2005-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","300,517",""
"2006-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","292,260",""
"2007-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","280,696",""
"2008-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","284,431",""
"2009-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","268,606",""
"2010-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","258,165",""
"2011-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","245,312",""
"2012-01-01T00:00:00","England and Wales","Number","Burglary of private residential premises","227,280",""
"2003-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","24,828",""
"2004-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","23,613",""
"2005-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","21,232",""
"2006-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","20,429",""
"2007-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","17,465",""
"2008-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","17,223",""
"2009-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","16,727",""
"2010-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","17,657",""
"2011-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","17,375",""
"2012-01-01T00:00:00","Scotland","Number","Burglary of private residential premises","15,656",""
"2003-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","8,943",""
"2004-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","7,302",""
"2005-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","7,255",""
"2006-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","6,831",""
"2007-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","6,712",""
"2008-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","7,350",""
"2009-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","7,269",""
"2010-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","7,081",""
"2011-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","6,650",""
"2012-01-01T00:00:00","Northern Ireland (UK)","Number","Burglary of private residential premises","5,945",""
"2003-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","2,889",""
"2004-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","2,769",""
"2005-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","2,244",""
"2006-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","2,365",""
"2007-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","2,277",""
"2008-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","2,731",""
"2009-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","3,524",""
"2010-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","2,866",""
"2011-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","1,900",""
"2012-01-01T00:00:00","Iceland","Number","Burglary of private residential premises","1,374",""
"2003-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","123",""
"2004-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","121",""
"2005-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","97",""
"2006-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","120",""
"2007-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","102",""
"2008-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","93",""
"2009-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","168",""
"2010-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","118",""
"2011-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","72",""
"2012-01-01T00:00:00","Liechtenstein","Number","Burglary of private residential premises","101",""
"2003-01-01T00:00:00","Norway","Number","Burglary of private residential premises","10,475",""
"2004-01-01T00:00:00","Norway","Number","Burglary of private residential premises","8,613",""
"2005-01-01T00:00:00","Norway","Number","Burglary of private residential premises","8,136",""
"2006-01-01T00:00:00","Norway","Number","Burglary of private residential premises","7,268",""
"2007-01-01T00:00:00","Norway","Number","Burglary of private residential premises","6,777",""
"2008-01-01T00:00:00","Norway","Number","Burglary of private residential premises","8,125",""
"2009-01-01T00:00:00","Norway","Number","Burglary of private residential premises","9,035",""
"2010-01-01T00:00:00","Norway","Number","Burglary of private residential premises","7,284",""
"2011-01-01T00:00:00","Norway","Number","Burglary of private residential premises","5,790",""
"2012-01-01T00:00:00","Norway","Number","Burglary of private residential premises","5,987",""
"2003-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","68,551",""
"2004-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","70,370",""
"2005-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","61,194",""
"2006-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","56,706",""
"2007-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","57,493",""
"2008-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","55,688",""
"2009-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","25,393",""
"2010-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","24,119",""
"2011-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","27,441",""
"2012-01-01T00:00:00","Switzerland","Number","Burglary of private residential premises","34,339",""
"2003-01-01T00:00:00","Montenegro","Number","Burglary of private residential premises",":",""
