"TIME","GEO","UNIT","ICCS","Value","Flag and Footnotes"
"2005-01-01T00:00:00","Sweden","Number","Total","1,241,843",""
"2006-01-01T00:00:00","Sweden","Number","Total","1,224,958",""
"2007-01-01T00:00:00","Sweden","Number","Total","1,306,324",""
"2008-01-01T00:00:00","Sweden","Number","Total","1,377,854",""
"2009-01-01T00:00:00","Sweden","Number","Total","1,405,626",""
"2010-01-01T00:00:00","Sweden","Number","Total","1,370,399",""
"2011-01-01T00:00:00","Sweden","Number","Total","1,416,280",""
"2012-01-01T00:00:00","Sweden","Number","Total","1,402,588",""
"2003-01-01T00:00:00","England and Wales","Number","Total","6,013,759",""
"2004-01-01T00:00:00","England and Wales","Number","Total","5,637,511",""
"2005-01-01T00:00:00","England and Wales","Number","Total","5,555,172",""
"2006-01-01T00:00:00","England and Wales","Number","Total","5,427,558",""
"2007-01-01T00:00:00","England and Wales","Number","Total","4,952,277",""
"2008-01-01T00:00:00","England and Wales","Number","Total","4,702,697",""
"2009-01-01T00:00:00","England and Wales","Number","Total","4,338,295",""
"2010-01-01T00:00:00","England and Wales","Number","Total","4,150,916",""
"2011-01-01T00:00:00","England and Wales","Number","Total","4,023,253",""
"2012-01-01T00:00:00","England and Wales","Number","Total","3,731,338",""
"2003-01-01T00:00:00","Scotland","Number","Total","406,979",""
"2004-01-01T00:00:00","Scotland","Number","Total","438,121",""
"2005-01-01T00:00:00","Scotland","Number","Total","417,785",""
"2006-01-01T00:00:00","Scotland","Number","Total","419,257",""
"2007-01-01T00:00:00","Scotland","Number","Total","385,509",""
"2008-01-01T00:00:00","Scotland","Number","Total","377,433",""
"2009-01-01T00:00:00","Scotland","Number","Total","338,124",""
"2010-01-01T00:00:00","Scotland","Number","Total","323,247",""
"2011-01-01T00:00:00","Scotland","Number","Total","314,188",""
"2012-01-01T00:00:00","Scotland","Number","Total","273,053",""
"2003-01-01T00:00:00","Northern Ireland (UK)","Number","Total","127,953",""
"2004-01-01T00:00:00","Northern Ireland (UK)","Number","Total","118,124",""
"2005-01-01T00:00:00","Northern Ireland (UK)","Number","Total","123,194",""
"2006-01-01T00:00:00","Northern Ireland (UK)","Number","Total","121,144",""
"2007-01-01T00:00:00","Northern Ireland (UK)","Number","Total","108,468",""
"2008-01-01T00:00:00","Northern Ireland (UK)","Number","Total","110,094",""
"2009-01-01T00:00:00","Northern Ireland (UK)","Number","Total","109,139",""
"2010-01-01T00:00:00","Northern Ireland (UK)","Number","Total","105,040",""
"2011-01-01T00:00:00","Northern Ireland (UK)","Number","Total","103,389",""
"2012-01-01T00:00:00","Northern Ireland (UK)","Number","Total","100,389",""
"2003-01-01T00:00:00","Iceland","Number","Total","17,515",""
"2004-01-01T00:00:00","Iceland","Number","Total","16,565",""
"2005-01-01T00:00:00","Iceland","Number","Total","12,028",""
"2006-01-01T00:00:00","Iceland","Number","Total","13,483",""
"2007-01-01T00:00:00","Iceland","Number","Total","13,038",""
"2008-01-01T00:00:00","Iceland","Number","Total","14,578",""
"2009-01-01T00:00:00","Iceland","Number","Total","15,966",""
"2010-01-01T00:00:00","Iceland","Number","Total","14,911",""
"2011-01-01T00:00:00","Iceland","Number","Total","12,639",""
"2012-01-01T00:00:00","Iceland","Number","Total","11,746",""
"2003-01-01T00:00:00","Liechtenstein","Number","Total","1,138",""
"2004-01-01T00:00:00","Liechtenstein","Number","Total","1,043",""
"2005-01-01T00:00:00","Liechtenstein","Number","Total","1,059",""
"2006-01-01T00:00:00","Liechtenstein","Number","Total","1,189",""
"2007-01-01T00:00:00","Liechtenstein","Number","Total","1,075",""
"2008-01-01T00:00:00","Liechtenstein","Number","Total","1,112",""
"2009-01-01T00:00:00","Liechtenstein","Number","Total","1,216",""
"2010-01-01T00:00:00","Liechtenstein","Number","Total","1,046",""
"2011-01-01T00:00:00","Liechtenstein","Number","Total","1,061",""
"2012-01-01T00:00:00","Liechtenstein","Number","Total","1,142",""
"2003-01-01T00:00:00","Norway","Number","Total","303,824",""
"2004-01-01T00:00:00","Norway","Number","Total","287,821",""
"2005-01-01T00:00:00","Norway","Number","Total","275,684",""
"2006-01-01T00:00:00","Norway","Number","Total","277,016",""
"2007-01-01T00:00:00","Norway","Number","Total","271,712",""
"2008-01-01T00:00:00","Norway","Number","Total","264,199",""
"2009-01-01T00:00:00","Norway","Number","Total","277,121",""
"2010-01-01T00:00:00","Norway","Number","Total","270,656",""
"2011-01-01T00:00:00","Norway","Number","Total","264,247",""
"2012-01-01T00:00:00","Norway","Number","Total","273,541",""
"2003-01-01T00:00:00","Switzerland","Number","Total","379,343",""
"2004-01-01T00:00:00","Switzerland","Number","Total","389,415",""
"2005-01-01T00:00:00","Switzerland","Number","Total","352,723",""
"2006-01-01T00:00:00","Switzerland","Number","Total","335,157",""
"2007-01-01T00:00:00","Switzerland","Number","Total","326,232",""
"2008-01-01T00:00:00","Switzerland","Number","Total","323,235",""
"2009-01-01T00:00:00","Switzerland","Number","Total","676,309",""
"2010-01-01T00:00:00","Switzerland","Number","Total","656,858",""
"2011-01-01T00:00:00","Switzerland","Number","Total","692,954",""
"2012-01-01T00:00:00","Switzerland","Number","Total","750,371",""
"2003-01-01T00:00:00","Montenegro","Number","Total","8,613",""
"2004-01-01T00:00:00","Montenegro","Number","Total","8,227",""
"2005-01-01T00:00:00","Montenegro","Number","Total","9,579",""
"2006-01-01T00:00:00","Montenegro","Number","Total","9,564",""
"2007-01-01T00:00:00","Montenegro","Number","Total","9,258",""
"2008-01-01T00:00:00","Montenegro","Number","Total","8,277",""
"2009-01-01T00:00:00","Montenegro","Number","Total","8,101",""
"2010-01-01T00:00:00","Montenegro","Number","Total","6,994",""
"2011-01-01T00:00:00","Montenegro","Number","Total","6,147",""
"2012-01-01T00:00:00","Montenegro","Number","Total","5,827",""
"2003-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","22,547",""
"2004-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","22,663",""
"2005-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","22,634",""
"2006-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","22,024",""
"2007-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","26,224",""
"2008-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","28,327",""
"2009-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","27,330",""
"2010-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","28,489",""
"2011-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","29,529",""
"2012-01-01T00:00:00","Former Yugoslav Republic of Macedonia, the","Number","Total","29,939",""
"2003-01-01T00:00:00","Albania","Number","Total",":",""
"2004-01-01T00:00:00","Albania","Number","Total",":",""
"2005-01-01T00:00:00","Albania","Number","Total",":",""
"2006-01-01T00:00:00","Albania","Number","Total",":",""
"2007-01-01T00:00:00","Albania","Number","Total",":",""
"2008-01-01T00:00:00","Albania","Number","Total","58,063",""
"2009-01-01T00:00:00","Albania","Number","Total",":",""
"2010-01-01T00:00:00","Albania","Number","Total",":",""
"2011-01-01T00:00:00","Albania","Number","Total",":",""
"2012-01-01T00:00:00","Albania","Number","Total",":",""
"2003-01-01T00:00:00","Serbia","Number","Total","90,419",""
"2004-01-01T00:00:00","Serbia","Number","Total","99,866",""
"2005-01-01T00:00:00","Serbia","Number","Total","102,093",""
"2006-01-01T00:00:00","Serbia","Number","Total","99,244",""
"2007-01-01T00:00:00","Serbia","Number","Total","104,862",""
"2008-01-01T00:00:00","Serbia","Number","Total","106,031",""
"2009-01-01T00:00:00","Serbia","Number","Total","102,369",""
"2010-01-01T00:00:00","Serbia","Number","Total","101,132",""
"2011-01-01T00:00:00","Serbia","Number","Total","99,547",""
"2012-01-01T00:00:00","Serbia","Number","Total","96,081",""
"2003-01-01T00:00:00","Turkey","Number","Total","472,153",""
"2004-01-01T00:00:00","Turkey","Number","Total","507,539",""
"2005-01-01T00:00:00","Turkey","Number","Total","667,820",""
"2006-01-01T00:00:00","Turkey","Number","Total","975,118",""
"2007-01-01T00:00:00","Turkey","Number","Total","970,554",""
"2008-01-01T00:00:00","Turkey","Number","Total","1,012,291",""
"2009-01-01T00:00:00","Turkey","Number","Total","1,288,085",""
"2010-01-01T00:00:00","Turkey","Number","Total","1,521,723",""
"2011-01-01T00:00:00","Turkey","Number","Total","1,652,802",""
"2012-01-01T00:00:00","Turkey","Number","Total","1,904,456",""
"2003-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2004-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2005-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2006-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2007-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2008-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2009-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2010-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2011-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2012-01-01T00:00:00","Bosnia and Herzegovina","Number","Total",":",""
"2003-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2004-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2005-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2006-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2007-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total",":",""
"2008-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","36,196",""
"2009-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","33,131",""
"2010-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","36,822",""
"2011-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","64,808",""
"2012-01-01T00:00:00","Kosovo (under United Nations Security Council Resolution 1244/99)","Number","Total","65,197",""
