Id,Country,City,Latitude,Longitude,Altitude,"position.minLat","position.maxLat","position.minLong","position.maxLong","position.lat","position.long","position.Altitude"
1989,Canada,Lethbridge,"49.6999934","-112.8185577","907.0","49.694993399999994","49.7049934","-112.8235577","-112.8135577","49.6999934","-112.8185577","907.0"
1990,Canada,Brossard,"45.4500795","-73.4658356","20.0","45.4450795","45.455079500000004","-73.4708356","-73.46083560000001","45.4500795","-73.4658356","20.0"
1991,Canada,Kamloops,"50.6664769","-120.3191986","457.0","50.6614769","50.6714769","-120.32419859999999","-120.3141986","50.6664769","-120.31919859999999","457.0"
1992,Canada,"White Rock","49.0163644","-122.8026047","-9999.0","49.0113644","49.0213644","-122.8076047","-122.79760470000001","49.0163644","-122.8026047","-9999.0"
1993,Canada,"Prince George","53.9166032","-122.7530136","568.0","53.911603199999995","53.9216032","-122.7580136","-122.74801360000001","53.9166032","-122.7530136","568.0"
1994,Canada,"Medicine Hat","50.0500596","-110.6683426","708.0","50.045059599999995","50.0550596","-110.6733426","-110.66334260000001","50.0500596","-110.6683426","708.0"
1995,Canada,Drummondville,"45.8833647","-72.4824142","82.0","45.8783647","45.888364700000004","-72.48741419999999","-72.4774142","45.8833647","-72.4824142","82.0"
1996,Canada,"New Westminster","49.2067756","-122.9109192","40.0","49.2017756","49.2117756","-122.91591919999999","-122.9059192","49.2067756","-122.9109192","40.0"
1997,Canada,"Sherwood Park","53.5168360","-113.3187027","718.0","53.511835999999995","53.521836","-113.3237027","-113.31370270000001","53.516836","-113.3187027","718.0"
1998,Canada,"Saint-Jerome","45.7803642","-74.0036469","92.0","45.7753642","45.785364200000004","-74.0086469","-73.99864690000001","45.7803642","-74.0036469","92.0"
1999,Canada,Granby,"45.4000791","-72.7324295","116.0","45.3950791","45.4050791","-72.73742949999999","-72.7274295","45.4000791","-72.7324295","116.0"
2000,Canada,Fredericton,"45.9454148","-66.6655807","93.0","45.9404148","45.950414800000004","-66.6705807","-66.66058070000001","45.9454148","-66.6655807","93.0"
2001,Canada,Chilliwack,"49.1746816","-121.9442673","9.0","49.1696816","49.1796816","-121.9492673","-121.93926730000001","49.1746816","-121.9442673","9.0"
2002,Canada,"Saint-Hyacinthe","45.6167758","-72.9491348","26.0","45.6117758","45.6217758","-72.95413479999999","-72.9441348","45.6167758","-72.9491348","26.0"
2003,Canada,"North Bay","46.3168021","-79.4663315","221.0","46.311802099999994","46.3218021","-79.47133149999999","-79.4613315","46.3168021","-79.4663315","221.0"
2004,Canada,Shawinigan,"46.5667534","-72.7491302","137.0","46.5617534","46.571753400000006","-72.75413019999999","-72.7441302","46.5667534","-72.7491302","137.0"
2005,Canada,Cornwall,"45.0333933","-74.7325821","60.0","45.0283933","45.0383933","-74.7375821","-74.7275821","45.0333933","-74.7325821","60.0"
2006,Canada,"North Vancouver","49.3163619","-123.0693436","46.0","49.311361899999994","49.3213619","-123.07434359999999","-123.0643436","49.3163619","-123.0693436","46.0"
2007,Canada,Vernon,"50.2580886","-119.2690506","388.0","50.2530886","50.2630886","-119.2740506","-119.2640506","50.2580886","-119.2690506","388.0"
2008,Canada,"Chatham-Kent","42.4167869","-82.1664963","180.0","42.411786899999996","42.4217869","-82.1714963","-82.16149630000001","42.4167869","-82.1664963","180.0"
2009,Canada,Charlottetown,"46.2352496","-63.1267128","6.0","46.2302496","46.240249600000006","-63.1317128","-63.1217128","46.2352496","-63.1267128","6.0"
2010,Canada,"Grande Prairie","55.1666735","-118.8027115","664.0","55.1616735","55.171673500000004","-118.8077115","-118.7977115","55.1666735","-118.8027115","664.0"
2011,Canada,"Salaberry-de-Valleyfield","45.2500834","-74.1325378","43.0","45.2450834","45.255083400000004","-74.13753779999999","-74.1275378","45.2500834","-74.1325378","43.0"
2012,Canada,Penticton,"49.4997646","-119.5856934","358.0","49.494764599999996","49.5047646","-119.59069339999999","-119.5806934","49.4997646","-119.5856934","358.0"
2013,Canada,Joliette,"46.0167719","-73.4491577","46.0","46.0117719","46.021771900000005","-73.4541577","-73.4441577","46.0167719","-73.4491577","46.0"
2014,Canada,"Prince Albert","53.2000820","-105.7677231","420.0","53.195082","53.205082000000004","-105.7727231","-105.7627231","53.200082","-105.7677231","420.0"
2015,Canada,Victoriaville,"46.0500670","-71.9657898","124.0","46.045066999999996","46.055067","-71.97078979999999","-71.9607898","46.050067","-71.9657898","124.0"
2016,Canada,Woodstock,"43.1333947","-80.7497025","304.0","43.128394699999994","43.1383947","-80.7547025","-80.7447025","43.1333947","-80.7497025","304.0"
2017,Canada,"Sorel-Tracy","46.0333622","-73.1158447","7.0","46.0283622","46.0383622","-73.12084469999999","-73.1108447","46.0333622","-73.1158447","7.0"
2018,Canada,"Campbell River","50.0163393","-125.2445908","72.0","50.011339299999996","50.0213393","-125.2495908","-125.2395908","50.0163393","-125.2445908","72.0"
2019,Canada,Timmins,"48.4668636","-81.3331223","322.0","48.4618636","48.471863600000006","-81.3381223","-81.3281223","48.4668636","-81.3331223","322.0"
2020,Canada,Courtenay,"49.6829411","-124.9861298","5.0","49.6779411","49.6879411","-124.9911298","-124.9811298","49.6829411","-124.9861298","5.0"
2021,Canada,Orangeville,"43.9168031","-80.0996704","426.0","43.9118031","43.921803100000005","-80.10467039999999","-80.0946704","43.9168031","-80.0996704","426.0"
2022,Canada,"North Cowichan","48.8413317","-123.6859665","61.0","48.836331699999995","48.8463317","-123.6909665","-123.68096650000001","48.8413317","-123.6859665","61.0"
2023,Canada,"Moose Jaw","50.4000528","-105.5344467","553.0","50.395052799999995","50.4050528","-105.5394467","-105.52944670000001","50.4000528","-105.5344467","553.0"
2024,Canada,Midland,"44.7501042","-79.8829651","202.0","44.7451042","44.755104200000005","-79.8879651","-79.87796510000001","44.7501042","-79.8829651","202.0"
2025,Canada,Leamington,"42.0833864","-82.5665131","191.0","42.0783864","42.088386400000005","-82.57151309999999","-82.5615131","42.0833864","-82.5665131","191.0"
2026,Canada,Stratford,"43.3667928","-80.9497223","358.0","43.361792799999996","43.3717928","-80.9547223","-80.94472230000001","43.3667928","-80.9497223","358.0"
2027,Canada,Orillia,"44.6168093","-79.4163208","219.0","44.6118093","44.6218093","-79.42132079999999","-79.4113208","44.6168093","-79.4163208","219.0"
2028,Canada,Alma,"48.5500931","-71.6491013","93.0","48.545093099999995","48.5550931","-71.6541013","-71.6441013","48.5500931","-71.6491013","93.0"
2029,Canada,Brandon,"49.8469210","-99.9530640","378.0","49.841921","49.851921000000004","-99.958064","-99.948064","49.846921","-99.953064","378.0"
2030,Canada,Airdrie,"51.3001121","-114.0352859","1081.0","51.2951121","51.3051121","-114.0402859","-114.03028590000001","51.3001121","-114.0352859","1081.0"
2031,Canada,"Rouyn-Noranda","48.2398521","-79.0287781","304.0","48.2348521","48.2448521","-79.03377809999999","-79.0237781","48.2398521","-79.0287781","304.0"
2032,Canada,Brockville,"44.5834124","-75.6826401","75.0","44.5784124","44.5884124","-75.6876401","-75.6776401","44.5834124","-75.6826401","75.0"
2033,Canada,Whitehorse,"60.7161148","-135.0537415","630.0","60.7111148","60.7211148","-135.0587415","-135.0487415","60.7161148","-135.0537415","630.0"
2034,Canada,Lloydminster,"53.2834618","-110.0015717","646.0","53.278461799999995","53.2884618","-110.0065717","-109.9965717","53.2834618","-110.0015717","646.0"
2035,Canada,"Owen Sound","44.5667903","-80.9330215","226.0","44.5617903","44.5717903","-80.93802149999999","-80.9280215","44.5667903","-80.9330215","226.0"
2036,Canada,"Sept-Iles","50.2001125","-66.3820801","2.0","50.1951125","50.205112500000006","-66.38708009999999","-66.3770801","50.2001125","-66.3820801","2.0"
2037,Canada,Duncan,"48.7829312","-123.7026596","61.0","48.7779312","48.7879312","-123.7076596","-123.69765960000001","48.7829312","-123.7026596","61.0"
2038,Canada,"Port Alberni","49.2413251","-124.8028030","19.0","49.236325099999995","49.2463251","-124.80780299999999","-124.797803","49.2413251","-124.802803","19.0"
2039,Canada,Parksville,"49.3163258","-124.3194504","46.0","49.3113258","49.321325800000004","-124.32445039999999","-124.3144504","49.3163258","-124.3194504","46.0"
2040,Canada,Truro,"45.3668480","-63.2653770","30.0","45.361847999999995","45.371848","-63.270377","-63.260377","45.366848","-63.265377","30.0"
2041,Canada,"New Glasgow","45.5834447","-62.6486359","12.0","45.5784447","45.588444700000004","-62.653635900000005","-62.6436359","45.5834447","-62.6486359","12.0"
2042,Canada,"Glace Bay","46.1969500","-59.9569817","1.0","46.19195","46.201950000000004","-59.9619817","-59.9519817","46.19695","-59.9569817","1.0"
2043,Canada,Terrace,"54.5163400","-128.6034546","68.0","54.51134","54.52134","-128.6084546","-128.5984546","54.51634","-128.6034546","68.0"
2044,Canada,"North Battleford","52.7834372","-108.2846527","539.0","52.7784372","52.788437200000004","-108.28965269999999","-108.2796527","52.7834372","-108.2846527","539.0"
2045,Canada,"Bradford West Gwillimbury","44.1168100","-79.6163254","267.0","44.11181","44.12181","-79.62132539999999","-79.6113254","44.11681","-79.6163254","267.0"
2046,Canada,"Corner Brook","48.9667069","-57.9484024","-9999.0","48.961706899999996","48.9717069","-57.9534024","-57.9434024","48.9667069","-57.9484024","-9999.0"
2047,Canada,Cranbrook,"49.4999124","-115.7687912","984.0","49.4949124","49.5049124","-115.77379119999999","-115.7637912","49.4999124","-115.7687912","984.0"
2048,Canada,Cobourg,"43.9668223","-78.1662216","91.0","43.961822299999994","43.9718223","-78.1712216","-78.1612216","43.9668223","-78.1662216","91.0"
2049,Canada,"Spruce Grove","53.5334352","-113.9187469","703.0","53.5284352","53.5384352","-113.9237469","-113.9137469","53.5334352","-113.9187469","703.0"
2050,"Cape Verde",Praia,"14.9166667","-23.5166664","-9999.0","14.9116667","14.921666700000001","-23.521666399999997","-23.5116664","14.9166667","-23.5166664","-9999.0"
2051,"Cape Verde",Mindelo,"16.8833333","-25.0000000","62.0","16.8783333","16.8883333","-25.005","-24.995","16.8833333","-25.0","62.0"
2052,"Cape Verde","Santa Maria","16.6000000","-22.8999996","13.0","16.595000000000002","16.605","-22.9049996","-22.894999600000002","16.6","-22.8999996","13.0"
2053,"Cape Verde","Santa Cruz","15.1333333","-23.5666676","57.0","15.1283333","15.138333300000001","-23.571667599999998","-23.5616676","15.1333333","-23.5666676","57.0"
2054,"Cape Verde","Sao Filipe","14.9000000","-24.5166664","-9999.0","14.895","14.905000000000001","-24.521666399999997","-24.5116664","14.9","-24.5166664","-9999.0"
2055,"Cape Verde",Assomada,"15.1000000","-23.6833324","338.0","15.094999999999999","15.105","-23.6883324","-23.678332400000002","15.1","-23.6833324","338.0"
2056,"Cape Verde",Tarrafal,"15.2833333","-23.7666664","251.0","15.2783333","15.288333300000001","-23.771666399999997","-23.7616664","15.2833333","-23.7666664","251.0"
2057,"Cape Verde","Porto Novo","17.0196919","-25.0647068","-9999.0","17.014691900000003","17.0246919","-25.0697068","-25.0597068","17.0196919","-25.0647068","-9999.0"
2058,"Cape Verde","Vila da Ribeira Brava","16.6166667","-24.2999992","208.0","16.6116667","16.6216667","-24.304999199999997","-24.2949992","16.6166667","-24.2999992","208.0"
2059,"Cape Verde","Ponta do Sol","17.2000000","-25.1000004","50.0","17.195","17.205","-25.105000399999998","-25.0950004","17.2","-25.1000004","50.0"
2060,"Cape Verde","Vila do Maio","15.1333333","-23.2166672","2.0","15.1283333","15.138333300000001","-23.2216672","-23.2116672","15.1333333","-23.2166672","2.0"
2061,"Cape Verde","Sal Rei","16.1833333","-22.9166660","1.0","16.178333300000002","16.1883333","-22.921666","-22.911666","16.1833333","-22.916666","1.0"
2062,"Cape Verde",Pombas,"17.1500000","-25.0166664","13.0","17.145","17.154999999999998","-25.021666399999997","-25.0116664","17.15","-25.0166664","13.0"
2063,"Cape Verde","Porto dos Mosteiros","15.0333333","-24.3333340","1.0","15.0283333","15.038333300000001","-24.338334","-24.328334","15.0333333","-24.333334","1.0"
2064,"Central African Republic",Bangui,"4.3666667","18.5833340","373.0","4.3616667","4.3716667","18.578334","18.588334","4.3666667","18.583334","373.0"
2065,"Central African Republic",Bimbo,"4.3000000","18.5499992","339.0","4.295","4.305","18.5449992","18.554999199999997","4.3","18.5499992","339.0"
2066,"Central African Republic",Mbaiki,"3.8833333","18.0000000","515.0","3.8783333","3.8883332999999998","17.995","18.005","3.8833333","18.0","515.0"
2067,"Central African Republic",Berberati,"4.2666667","15.7833328","577.0","4.2616667","4.2716667","15.7783328","15.788332800000001","4.2666667","15.7833328","577.0"
2068,"Central African Republic","Kaga Bandoro","6.9833333","19.1833324","412.0","6.9783333","6.9883333","19.178332400000002","19.1883324","6.9833333","19.1833324","412.0"
2069,"Central African Republic",Bozoum,"6.3166667","16.3833332","702.0","6.3116667","6.3216667","16.3783332","16.388333199999998","6.3166667","16.3833332","702.0"
2070,"Central African Republic",Carnot,"4.9333333","15.8666668","486.0","4.9283333","4.9383333","15.8616668","15.871666800000002","4.9333333","15.8666668","486.0"
2071,"Central African Republic",Sibut,"5.7333333","19.0833340","400.0","5.7283333","5.7383333","19.078334","19.088334","5.7333333","19.083334","400.0"
2072,"Central African Republic",Bambari,"5.7619444","20.6672230","465.0","5.7569444","5.7669444","20.662223","20.672223","5.7619444","20.667223","465.0"
2073,"Central African Republic",Bria,"6.5333333","21.9833336","558.0","6.5283333","6.5383333","21.978333600000003","21.9883336","6.5333333","21.9833336","558.0"
2074,"Central African Republic",Bouar,"5.9500000","15.6000004","1047.0","5.945","5.955","15.5950004","15.605000400000002","5.95","15.6000004","1047.0"
2075,"Central African Republic",Bossangoa,"6.4833333","17.4500008","466.0","6.4783333","6.4883333","17.445000800000003","17.4550008","6.4833333","17.4500008","466.0"
2076,"Central African Republic",Nola,"3.5333333","16.0666676","443.0","3.5283333","3.5383332999999997","16.0616676","16.071667599999998","3.5333333","16.0666676","443.0"
2077,"Central African Republic",Bangassou,"4.7333333","22.8166676","458.0","4.7283333","4.7383333","22.8116676","22.821667599999998","4.7333333","22.8166676","458.0"
2078,"Central African Republic",Damara,"4.9666667","18.7000008","404.0","4.9616667","4.9716667","18.695000800000003","18.7050008","4.9666667","18.7000008","404.0"
2079,"Central African Republic",Mobaye,"4.3166667","21.1833324","434.0","4.3116667","4.3216667","21.178332400000002","21.1883324","4.3166667","21.1833324","434.0"
2080,"Central African Republic",Paoua,"7.2500000","16.4333324","604.0","7.245","7.255","16.428332400000002","16.4383324","7.25","16.4333324","604.0"
2081,"Central African Republic",Boda,"4.3166667","17.4666672","565.0","4.3116667","4.3216667","17.4616672","17.4716672","4.3166667","17.4666672","565.0"
2082,"Central African Republic",Ippy,"6.2500000","21.2000008","556.0","6.245","6.255","21.195000800000003","21.2050008","6.25","21.2000008","556.0"
2083,"Central African Republic",Batangafo,"7.3000000","18.2999992","432.0","7.295","7.305","18.2949992","18.304999199999997","7.3","18.2999992","432.0"
2084,"Central African Republic",Alindao,"5.0333333","21.2166672","482.0","5.0283333","5.0383333","21.2116672","21.2216672","5.0333333","21.2166672","482.0"
2085,"Central African Republic",Kabo,"7.6500000","18.6166668","398.0","7.6450000000000005","7.655","18.611666800000002","18.6216668","7.65","18.6166668","398.0"
2086,"Central African Republic",Rafai,"4.9500000","23.9166660","526.0","4.945","4.955","23.911666","23.921666","4.95","23.916666","526.0"
2087,"Central African Republic",Bouca,"6.5000000","18.2833328","420.0","6.495","6.505","18.2783328","18.2883328","6.5","18.2833328","420.0"
2088,"Central African Republic",Obo,"5.4000000","26.5000000","615.0","5.3950000000000005","5.405","26.495","26.505","5.4","26.5","615.0"
2089,"Central African Republic",Ndele,"8.4091667","20.6530552","587.0","8.4041667","8.4141667","20.6480552","20.6580552","8.4091667","20.6530552","587.0"
2090,"Central African Republic",Kembe,"4.6000000","21.8999996","457.0","4.595","4.6049999999999995","21.894999600000002","21.9049996","4.6","21.8999996","457.0"
2091,"Central African Republic",Mongoumba,"3.6333333","18.6000004","338.0","3.6283333","3.6383332999999998","18.5950004","18.605000399999998","3.6333333","18.6000004","338.0"
2092,"Central African Republic",Birao,"10.2833333","22.7833328","472.0","10.2783333","10.288333300000001","22.7783328","22.7883328","10.2833333","22.7833328","472.0"
2093,"Central African Republic",Gamboula,"4.1333333","15.1499996","609.0","4.1283333","4.1383333","15.144999599999998","15.1549996","4.1333333","15.1499996","609.0"
2094,"Central African Republic",Kouango,"4.9666667","19.9833336","415.0","4.9616667","4.9716667","19.978333600000003","19.9883336","4.9666667","19.9833336","415.0"
2095,"Central African Republic",Baoro,"5.6666667","15.9666672","729.0","5.6616667000000005","5.6716667","15.961667199999999","15.9716672","5.6666667","15.9666672","729.0"
2096,"Central African Republic",Boali,"4.8000000","18.1166668","450.0","4.795","4.805","18.111666800000002","18.1216668","4.8","18.1166668","450.0"
2097,"Central African Republic",Ouadda,"8.0666667","22.3999996","682.0","8.0616667","8.071666700000002","22.394999600000002","22.4049996","8.0666667","22.3999996","682.0"
2098,"Central African Republic",Gambo,"4.6500000","22.2666664","500.0","4.6450000000000005","4.655","22.2616664","22.271666399999997","4.65","22.2666664","500.0"
2099,"Central African Republic",Ouango,"4.3166667","22.5499992","454.0","4.3116667","4.3216667","22.5449992","22.554999199999997","4.3166667","22.5499992","454.0"
2100,Chad,Moundou,"8.5666667","16.0833340","415.0","8.5616667","8.571666700000002","16.078334","16.088334","8.5666667","16.083334","415.0"
2101,Chad,Sarh,"9.1500000","18.3833332","342.0","9.145","9.155000000000001","18.3783332","18.388333199999998","9.15","18.3833332","342.0"
2102,Chad,Abeche,"13.8291624","20.8323956","542.0","13.824162399999999","13.8341624","20.827395600000003","20.8373956","13.8291624","20.8323956","542.0"
2103,Chad,Kelo,"9.3166667","15.8000002","429.0","9.3116667","9.321666700000002","15.795000199999999","15.8050002","9.3166667","15.8000002","429.0"
2104,Chad,Koumra,"8.9166667","17.5499992","419.0","8.9116667","8.921666700000001","17.5449992","17.554999199999997","8.9166667","17.5499992","419.0"
2105,Chad,Pala,"9.3666667","14.8999996","446.0","9.361666699999999","9.3716667","14.894999599999998","14.9049996","9.3666667","14.8999996","446.0"
2106,Chad,"Am Timan","11.0333333","20.2833328","416.0","11.0283333","11.038333300000001","20.2783328","20.2883328","11.0333333","20.2833328","416.0"
2107,Chad,Bongor,"10.2805556","15.3722219","316.0","10.275555599999999","10.2855556","15.367221899999999","15.3772219","10.2805556","15.3722219","316.0"
2108,Chad,Mongo,"12.1833333","18.7000008","395.0","12.178333299999998","12.1883333","18.695000800000003","18.7050008","12.1833333","18.7000008","395.0"
2109,Chad,Doba,"8.6500000","16.8500004","398.0","8.645","8.655000000000001","16.8450004","16.855000399999998","8.65","16.8500004","398.0"
2110,Chad,Ati,"13.2166667","18.3333340","297.0","13.211666699999999","13.2216667","18.328334","18.338334","13.2166667","18.333334","297.0"
2111,Chad,Lai,"9.4000000","16.2999992","362.0","9.395","9.405000000000001","16.2949992","16.304999199999997","9.4","16.2999992","362.0"
2112,Chad,"Oum Hadjer","13.3000000","19.6833324","358.0","13.295","13.305000000000001","19.678332400000002","19.6883324","13.3","19.6833324","358.0"
2113,Chad,Bitkine,"11.9816667","18.2127781","682.0","11.976666699999999","11.9866667","18.207778100000002","18.2177781","11.9816667","18.2127781","682.0"
2114,Chad,Mao,"14.1194444","15.3133335","352.0","14.1144444","14.124444400000002","15.3083335","15.318333500000001","14.1194444","15.3133335","352.0"
2115,Chad,Massaguet,"12.4741667","15.4427776","289.0","12.469166699999999","12.4791667","15.437777599999999","15.4477776","12.4741667","15.4427776","289.0"
2116,Chad,Dourbali,"11.8094444","15.8611107","305.0","11.8044444","11.814444400000001","15.856110699999999","15.8661107","11.8094444","15.8611107","305.0"
2117,Chad,"Mboursou Lere","9.7666667","14.1499996","304.0","9.7616667","9.7716667","14.144999599999998","14.1549996","9.7666667","14.1499996","304.0"
2118,Chad,Kyabe,"9.4500000","18.9500008","367.0","9.444999999999999","9.455","18.945000800000003","18.9550008","9.45","18.9500008","367.0"
2119,Chad,Benoy,"8.9833333","16.3166676","448.0","8.9783333","8.9883333","16.3116676","16.321667599999998","8.9833333","16.3166676","448.0"
2120,Chad,Massakory,"12.9980556","15.7375002","259.0","12.9930556","13.003055600000001","15.732500199999999","15.7425002","12.9980556","15.7375002","259.0"
2121,Chad,Moussoro,"13.6425000","16.4888897","293.0","13.6375","13.6475","16.483889700000002","16.4938897","13.6425","16.4888897","293.0"
2122,Chad,Bokoro,"12.3766667","17.0580559","300.0","12.371666699999999","12.3816667","17.0530559","17.0630559","12.3766667","17.0580559","300.0"
2123,Chad,Bere,"9.3333333","16.1499996","383.0","9.328333299999999","9.3383333","16.144999600000002","16.1549996","9.3333333","16.1499996","383.0"
2124,Chad,Bousso,"10.4825000","16.7161102","284.0","10.4775","10.4875","16.7111102","16.7211102","10.4825","16.7161102","284.0"
2125,Chad,Faya,"17.9166667","19.1166668","259.0","17.9116667","17.9216667","19.111666800000002","19.1216668","17.9166667","19.1166668","259.0"
2126,Chad,Bebedjia,"8.6833333","16.5666676","398.0","8.678333299999998","8.6883333","16.5616676","16.571667599999998","8.6833333","16.5666676","398.0"
2127,Chad,Ngama,"11.7833333","17.1666660","309.0","11.7783333","11.788333300000001","17.161666","17.171666","11.7833333","17.166666","309.0"
2128,Chad,Adre,"13.4666667","22.2000008","762.0","13.461666699999999","13.4716667","22.195000800000003","22.2050008","13.4666667","22.2000008","762.0"
2129,Chad,Guelengdeng,"10.9333333","15.5333328","295.0","10.928333299999998","10.9383333","15.5283328","15.538332800000001","10.9333333","15.5333328","295.0"
2130,Chad,Moissala,"8.3500000","17.7666664","345.0","8.344999999999999","8.355","17.7616664","17.771666399999997","8.35","17.7666664","345.0"
2131,Chad,Biltine,"14.5333333","20.9166660","503.0","14.5283333","14.538333300000001","20.911666","20.921666","14.5333333","20.916666","503.0"
2132,Chad,Goundi,"9.3666667","17.3666668","486.0","9.361666699999999","9.3716667","17.361666800000002","17.3716668","9.3666667","17.3666668","486.0"
2133,Chad,"Gounou-Gaya","9.6272222","15.5138893","461.0","9.6222222","9.632222200000001","15.5088893","15.518889300000001","9.6272222","15.5138893","461.0"
2134,Chad,Beinamar,"8.6666667","15.3833332","457.0","8.6616667","8.671666700000001","15.378333199999998","15.3883332","8.6666667","15.3833332","457.0"
2135,Chad,Melfi,"11.0597222","17.9330559","409.0","11.054722199999999","11.0647222","17.9280559","17.9380559","11.0597222","17.9330559","409.0"
2136,Chad,Beboto,"8.2666667","16.9333324","448.0","8.2616667","8.2716667","16.928332400000002","16.9383324","8.2666667","16.9333324","448.0"
2137,Chad,Aozou,"21.8375000","17.4274998","1075.0","21.8325","21.842499999999998","17.4224998","17.4324998","21.8375","17.4274998","1075.0"
2138,Chad,"Goz Beida","12.2166667","21.4166660","594.0","12.211666699999999","12.2216667","21.411666","21.421666","12.2166667","21.416666","594.0"
2139,Chad,Iriba,"15.1166667","22.2500000","923.0","15.111666699999999","15.1216667","22.245","22.255","15.1166667","22.25","923.0"
2140,Chile,Santiago,"-33.4500000","-70.6666641","513.0","-33.455000000000005","-33.445","-70.6716641","-70.66166410000001","-33.45","-70.6666641","513.0"
2141,Chile,"vina causino","-33.6166667","-70.5833359","673.0","-33.621666700000006","-33.6116667","-70.58833589999999","-70.5783359","-33.6166667","-70.5833359","673.0"
2142,Chile,Antofagasta,"-23.6500000","-70.4000015","276.0","-23.654999999999998","-23.645","-70.4050015","-70.3950015","-23.65","-70.4000015","276.0"
2143,Chile,"Vina del Mar","-33.0229137","-71.5525360","33.0","-33.0279137","-33.017913699999994","-71.557536","-71.54753600000001","-33.0229137","-71.552536","33.0"
2144,Chile,Valparaiso,"-33.0393202","-71.6272583","24.0","-33.0443202","-33.034320199999996","-71.63225829999999","-71.6222583","-33.0393202","-71.6272583","24.0"
2145,Chile,Talcahuano,"-36.7166667","-73.1166687","1.0","-36.7216667","-36.711666699999995","-73.1216687","-73.11166870000001","-36.7166667","-73.1166687","1.0"
2146,Chile,"San Bernardo","-33.6000000","-70.7166672","629.0","-33.605000000000004","-33.595","-70.7216672","-70.71166720000001","-33.6","-70.7166672","629.0"
2147,Chile,Temuco,"-38.7333333","-72.5999985","128.0","-38.7383333","-38.728333299999996","-72.6049985","-72.5949985","-38.7333333","-72.5999985","128.0"
2148,Chile,Iquique,"-20.2166667","-70.1666641","-9999.0","-20.2216667","-20.211666700000002","-70.1716641","-70.16166410000001","-20.2166667","-70.1666641","-9999.0"
2149,Chile,Concepcion,"-36.8269950","-73.0497665","136.0","-36.831995","-36.821994999999994","-73.0547665","-73.04476650000001","-36.826995","-73.0497665","136.0"
2150,Chile,Rancagua,"-34.1666667","-70.7500000","518.0","-34.1716667","-34.1616667","-70.755","-70.745","-34.1666667","-70.75","518.0"
2151,Chile,Talca,"-35.4333333","-71.6666641","102.0","-35.438333300000004","-35.4283333","-71.6716641","-71.66166410000001","-35.4333333","-71.6666641","102.0"
2152,Chile,Arica,"-18.4833333","-70.3333359","12.0","-18.4883333","-18.478333300000003","-70.33833589999999","-70.3283359","-18.4833333","-70.3333359","12.0"
2153,Chile,Coquimbo,"-29.9533333","-71.3436127","87.0","-29.9583333","-29.9483333","-71.34861269999999","-71.3386127","-29.9533333","-71.3436127","87.0"
2154,Chile,"Puerto Montt","-41.4716667","-72.9369431","20.0","-41.4766667","-41.4666667","-72.94194309999999","-72.9319431","-41.4716667","-72.9369431","20.0"
2155,Chile,"La Serena","-29.9077778","-71.2541656","30.0","-29.9127778","-29.902777800000003","-71.25916559999999","-71.2491656","-29.9077778","-71.2541656","30.0"
2156,Chile,Chillan,"-36.6000000","-72.1166687","127.0","-36.605000000000004","-36.595","-72.1216687","-72.11166870000001","-36.6","-72.1166687","127.0"
2157,Chile,Calama,"-22.4666667","-68.9333344","2248.0","-22.4716667","-22.461666700000002","-68.9383344","-68.92833440000001","-22.4666667","-68.9333344","2248.0"
2158,Chile,Osorno,"-40.5666667","-73.1500015","87.0","-40.5716667","-40.561666699999996","-73.1550015","-73.1450015","-40.5666667","-73.1500015","87.0"
2159,Chile,Valdivia,"-39.8142226","-73.2458954","10.0","-39.8192226","-39.8092226","-73.25089539999999","-73.2408954","-39.8142226","-73.2458954","10.0"
2160,Chile,Quilpue,"-33.0450000","-71.4494476","129.0","-33.050000000000004","-33.04","-71.4544476","-71.4444476","-33.045","-71.4494476","129.0"
2161,Chile,Copiapo,"-27.3666667","-70.3333359","381.0","-27.3716667","-27.3616667","-70.33833589999999","-70.3283359","-27.3666667","-70.3333359","381.0"
2162,Chile,"Los Angeles","-37.4666667","-72.3499985","137.0","-37.4716667","-37.461666699999995","-72.3549985","-72.3449985","-37.4666667","-72.3499985","137.0"
2163,Chile,"Punta Arenas","-53.1500000","-70.9166641","54.0","-53.155","-53.144999999999996","-70.9216641","-70.91166410000001","-53.15","-70.9166641","54.0"
2164,Chile,Curico,"-34.9833333","-71.2333298","218.0","-34.9883333","-34.978333299999996","-71.2383298","-71.22832980000001","-34.9833333","-71.2333298","218.0"
2165,Chile,"Villa Alemana","-33.0422222","-71.3733368","155.0","-33.0472222","-33.037222199999995","-71.3783368","-71.36833680000001","-33.0422222","-71.3733368","155.0"
2166,Chile,Coronel,"-37.0166667","-73.1333313","84.0","-37.021666700000004","-37.0116667","-73.13833129999999","-73.1283313","-37.0166667","-73.1333313","84.0"
2167,Chile,"San Antonio","-33.5933333","-71.6216660","5.0","-33.5983333","-33.588333299999995","-71.626666","-71.61666600000001","-33.5933333","-71.621666","5.0"
2168,Chile,Chiguayante,"-36.9166667","-73.0166702","184.0","-36.9216667","-36.9116667","-73.02167019999999","-73.0116702","-36.9166667","-73.0166702","184.0"
2169,Chile,Ovalle,"-30.5983333","-71.2002792","269.0","-30.6033333","-30.5933333","-71.20527919999999","-71.1952792","-30.5983333","-71.2002792","269.0"
